# Summary stats for batch processing of regression models
timestamp:2018-11-01 14:27:32
AMP
#_____________________________________________

"ID","fileNames","slope","pVal","r2"
28,"ranFile028.csv",-0.0606487832206975,0.718818912212676,0.00527579079704262
29,"ranFile029.csv",-0.300553206025849,0.138808423802648,0.0823118929814192
30,"ranFile030.csv",-0.0405723088175981,0.686572527328386,0.00185904838328877
31,"ranFile031.csv",0.373555378277792,0.119502936747765,0.189747663764525
32,"ranFile032.csv",-0.0396110062960955,0.723951164442962,0.00160819720617374
33,"ranFile033.csv",-0.107207219403543,0.509134313510981,0.0104464903229302
34,"ranFile034.csv",0.673279624134781,0.00217617082927278,0.32927827643685
35,"ranFile035.csv",0.113700704137519,0.313287260354696,0.0139260404565974
36,"ranFile036.csv",0.059068518106159,0.52439507577137,0.00451751407257632
37,"ranFile037.csv",0.0168446691300965,0.950873288543784,0.000280939373003984
38,"ranFile038.csv",0.122112555571873,0.385620110662488,0.0179724382383053
39,"ranFile039.csv",-0.13619396073661,0.18876322292469,0.0204725082404176
40,"ranFile040.csv",-0.238192798084487,0.0221967764075313,0.0561527031393503
41,"ranFile041.csv",0.310435453858407,0.262216313324246,0.137159325159969
42,"ranFile042.csv",0.0284791578263401,0.822545299745546,0.000844959349931254
43,"ranFile043.csv",-0.403260979784651,0.123882999850168,0.172323403970847
44,"ranFile044.csv",-0.126166185499453,0.232844925203715,0.01577772859188
45,"ranFile045.csv",-0.0199592751060359,0.898014746096584,0.000325227114358991
46,"ranFile046.csv",-0.166120487680546,0.0722999094754198,0.0343154495744261
47,"ranFile047.csv",-0.0927558995889567,0.390458835375814,0.00923376452202693
48,"ranFile048.csv",-0.243094697822689,0.229935713515429,0.0510475696502464
49,"ranFile049.csv",0.069460726588862,0.532329498488093,0.0045502618031678
50,"ranFile050.csv",-0.0438253758474338,0.704898927301368,0.00244862389791537
51,"ranFile051.csv",-0.149302068924988,0.161803734779522,0.022120076644479
52,"ranFile052.csv",0.160260448488803,0.179386571917505,0.0229914288888665
53,"ranFile053.csv",0.139919216607692,0.294635573184385,0.0233411537836776
54,"ranFile054.csv",-0.0768481424401579,0.69916425205077,0.00900592518112676
55,"ranFile055.csv",-0.138529646861794,0.25935315178861,0.0173940280200428
56,"ranFile056.csv",-0.085153623248139,0.751097113679267,0.0117461410344547
57,"ranFile057.csv",0.359872106318779,0.280253314150268,0.11528362273475
58,"ranFile058.csv",0.0865293854862868,0.747823675228315,0.00978499446893487
59,"ranFile059.csv",-0.0758775771833774,0.772804167479826,0.00789781707484043
60,"ranFile060.csv",0.161433380118979,0.418645258292259,0.0347246449689893
61,"ranFile061.csv",-0.221015183702542,0.0464459143873595,0.0546904042203746
62,"ranFile062.csv",0.0496107041872422,0.725582062869286,0.00311404279926076
63,"ranFile063.csv",-0.060583147698326,0.573696230019746,0.004297256437446
64,"ranFile064.csv",0.03110924799627,0.935103355063976,0.000778375325968778
65,"ranFile065.csv",0.0329248098062117,0.757323272214874,0.00102063573216209
66,"ranFile066.csv",-0.29623175622649,0.425924051141626,0.0585087058736131
67,"ranFile067.csv",-0.0783096885893602,0.425149326081008,0.00741128102551877
68,"ranFile068.csv",-0.265858906054892,0.127475241993264,0.0600574173582529
69,"ranFile069.csv",-0.0765841232080358,0.622625427417977,0.00909604639617372
70,"ranFile070.csv",0.61183834282933,0.00961829774539174,0.350667151991737
71,"ranFile071.csv",-0.0278552228763394,0.900616254078916,0.000944315044212843
72,"ranFile072.csv",0.110467537826295,0.517342384991545,0.0114176989249257
73,"ranFile073.csv",0.0528173346028643,0.632375678382975,0.00328734089317194
74,"ranFile074.csv",-0.0594637680431344,0.608945859711316,0.00386960502388845
75,"ranFile075.csv",0.0501064354871474,0.691537346540885,0.00216898505233193
76,"ranFile076.csv",-0.145528919650399,0.422036434303628,0.0175042800243996
77,"ranFile077.csv",0.219850118926051,0.492862593099394,0.0298667523547802
78,"ranFile078.csv",0.00579121177461903,0.962277626285013,3.46785854645111e-05
79,"ranFile079.csv",-0.430642049397368,0.151425487082695,0.151602272858567
80,"ranFile080.csv",-0.113282194189774,0.416437261501078,0.0129902961240909
81,"ranFile081.csv",-0.18151178662418,0.179391453474911,0.0325331042850253
82,"ranFile082.csv",-0.214811827157359,0.291383995662113,0.0382992676455607
83,"ranFile083.csv",-0.098137274423278,0.799329551903718,0.00612883858892226
84,"ranFile084.csv",-0.128391755373731,0.322483127977471,0.0257619153301861
85,"ranFile085.csv",-0.0795717642296272,0.690514098853914,0.00554609744487317
86,"ranFile086.csv",0.073767907863817,0.809605812004381,0.00297147692623672
87,"ranFile087.csv",-0.0076094490345043,0.943649292719102,6.4463948421019e-05
88,"ranFile088.csv",-0.125273966849753,0.558583379411996,0.0183179337472798
89,"ranFile089.csv",0.0177713511458541,0.89423065374634,0.000292120275807141
90,"ranFile090.csv",0.177228209756984,0.173618516895095,0.0374509911439421
91,"ranFile091.csv",-0.241475744780614,0.0501547773641634,0.0501878077359262
92,"ranFile092.csv",-0.100381440664989,0.376880876902076,0.0115011196241948
93,"ranFile093.csv",-0.233332247306129,0.0982017077824563,0.0609197418246303
94,"ranFile094.csv",-0.150486628350482,0.255401575806063,0.0274319007894177
95,"ranFile095.csv",0.0623551119851989,0.593944338026986,0.00380775811531255
96,"ranFile096.csv",-0.141424414073084,0.617820905264115,0.0170110586204721
97,"ranFile097.csv",-0.24181493644881,0.163145361019119,0.11110787352533
98,"ranFile098.csv",0.0452358566311298,0.701330019776188,0.00220939929072669
99,"ranFile099.csv",-0.14454814118908,0.373302374157193,0.0193792875698861
100,"ranFile100.csv",0.028516053642277,0.801260412571539,0.00077711926128157
